hand	tableId	playerCount	heroPosition	villainPosition	openerPosition	foldedPositions	activePositions	maxLivePlayers	heroHole	villainHole	board	heroAction	villainAction	heroNet	modelId	archetype	streetsPlayed	heroActions	villainActions	outcome
365	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AcAh	Kc7s	6c 3d Qd 4h Qh	Call	Raise:2.50	81.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	4	Call|Call|Call|Call	Raise:2.50|Fold|Fold|Raise:2.50|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call	win
366	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6cTs	9d4s	Tc Jc 6h Kh 8s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Call|Call|Call|Call|Fold	tie
367	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdQh	4c5d	6c Ac 2d 3h 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Call|Raise:2.50|Fold|Fold	tie
368	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8dJs	Jc2h	4d 4h 5h Jh Ts	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Raise:2.50|Fold|Call|Raise:2.50|Call	tie
369	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2cJd	TcKh	Th 7s Js Qs As	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Raise:2.50|Fold|Fold|Raise:2.50|Call|Call	tie
370	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c3c	2dQd	9d Ad 6h Jh Ah	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Call|Raise:2.50|Fold|Call	tie
371	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdTs	3d5s	Jd 4h 6h 4s As	Raise:2.50	Call	-8.5000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	3	Raise:2.50|Raise:2.50|Fold	Call|Fold|Fold|Raise:2.50|Call|Call|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Check|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call	loss
372	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4cQc	6d3s	7c 5h 7h 4s 6s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Raise:2.50|Call|Fold|Raise:2.50|Call	tie
373	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8cAc	KcQh	4c 2d Ah 4s 6s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Raise:2.50|Call|Raise:2.50|Call|Fold|Call	tie
374	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td9s	QcQd	6c 7h 8h 5s Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Call|Raise:2.50|Call|Call|Raise:2.50|Call	tie
375	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3c7h	9dKs	7c Kd 6h 6s Ts	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Call|Call|Call|Call	tie
376	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c6d	QcQd	3d 5h 4s Qs As	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Raise:2.50|Fold|Fold|Call|Call|Call	tie
377	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdTs	6s9s	7c Qd 7h 9h 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Call|Call	tie
378	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2dTs	2c3s	3c 4c Qd 7s 8s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Raise:2.50|Raise:2.50	tie
379	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c4d	JdTh	Tc Ac 6d 7d 9d	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Call|Raise:2.50|Call	tie
380	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9dQs	KcKd	3c 4d 3h 9h Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Call|Raise:2.50|Call|Fold	tie
381	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3cKh	Kd5s	Qc 9h Th 4s Qs	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Raise:2.50|Raise:2.50|Call	tie
382	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9dTs	3c4h	Tc Jc 3h Ah 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Fold|Raise:2.50|Raise:2.50|Call|Fold	tie
383	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AdJh	Qd4s	4c 6c 2h 2s Qs	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Raise:2.50|Call|Fold|Call|Call|Raise:2.50	tie
384	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td6s	Qd3h	4c 9c 7d Ad 4s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Raise:2.50|Call|Call|Call|Fold|Raise:2.50	tie
385	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9hTs	5cAc	8h Jh Ah 4s 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Call	tie
386	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d9d	7c4h	Kc 8d 6h 3s 5s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Call|Call	tie
387	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7dJd	9c7h	2c 4c 6d 9h 6s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Raise:2.50|Fold|Fold	tie
388	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2cAd	TsAs	5c 9d Qd 4h Qh	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Raise:2.50|Raise:2.50|Call|Call|Fold|Call	tie
389	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6hQs	4d2s	Kc 3d Td Ad As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Call	tie
390	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d4d	9h2s	Kc 3d 2h 3h Js	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Fold|Raise:2.50|Call|Call	tie
391	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4d5d	QhAs	5c 7c Qc 8h Js	Call	Raise:2.50	-6.0000	hall-bootstrap-uniform	gto	2	Call|Fold	Raise:2.50|Call|Raise:2.50|Call|Call|Call|Call|Call|Fold|Call|Check|Check|Raise:2.50|Call|Call|Call|Call	loss
392	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KsAs	Tc5h	5c 6c 2d 5s Qs	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Fold|Raise:2.50|Fold|Fold|Call|Raise:2.50	tie
393	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AcKd	Tc4h	Jc Qc 3d 7d 6h	Raise:2.50	Fold	-11.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	4	Raise:2.50|Call|Call|Fold	Fold|Call|Raise:2.50|Fold|Fold|Call|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Check|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call	loss
394	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QhAh	Ac2h	3d 7d Td Jd 4h	Raise:2.50	Call	-6.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	3	Raise:2.50|Check|Fold	Call|Call|Call|Call|Raise:2.50|Call|Fold|Fold|Call|Call|Call|Fold|Call|Call|Check|Check|Check|Check|Check|Raise:2.50|Call|Call|Call|Call	loss
395	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c8h	5hKh	6d 4h 5s 6s Qs	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Raise:2.50|Raise:2.50|Call|Call|Fold|Call	tie
396	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8c9d	7cKc	5c 4d Td 4h 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Raise:2.50|Fold|Raise:2.50|Call	tie
397	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdAs	5d5s	8c 7d Ad 8h Kh	Raise:2.50	Call	76.5000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	4	Raise:2.50|Call|Raise:2.50|Call	Call|Call|Call|Raise:2.50|Call|Fold|Fold|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Check|Call|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Fold|Call|Call|Fold|Call	win
398	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4s5s	Ac4h	3c 9c Qc 9d Js	Raise:2.50	Call	-8.5000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	3	Raise:2.50|Call|Fold	Call|Call|Fold|Fold|Raise:2.50|Call|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Check|Check|Check|Raise:2.50|Call	loss
399	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3dJd	5d6s	7d Qh Kh 7s Ts	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Fold|Fold|Fold|Raise:2.50|Call|Call	tie
400	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4s5s	6d8h	Kc 8d 5h 6h Qh	Call	Fold	-8.5000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	4	Call|Call|Call|Fold	Fold|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Fold|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Fold|Call|Call|Fold	loss
401	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4cTh	TcJs	6c Td Kd 6s Qs	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Fold|Call|Call|Call|Raise:2.50|Raise:2.50	tie
402	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8cAh	Qc7d	Jc 2d 3d Ad As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Call	tie
403	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8dTd	JdJs	Ac 7d 8h Qh As	Raise:2.50	Call	-8.5000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	3	Raise:2.50|Call|Fold	Call|Fold|Fold|Call|Raise:2.50|Call|Call|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call	loss
404	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4hJs	5sKs	Qd Kd Qh 4s 6s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Raise:2.50|Call|Call|Call	tie
405	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5hKs	6dQs	Ac Qd Ad 3s 5s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Call|Fold	tie
406	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc9s	AcKh	7d 4h 7h Qh 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Call|Fold|Call|Call|Call	tie
407	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3dTh	Qc4h	7d Jd 8h 9h Ts	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Raise:2.50|Call|Fold|Fold|Call|Call	tie
408	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdAh	QhJs	Jc Qc 6d 9d 4h	Raise:2.50	Call	-11.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	4	Raise:2.50|Call|Call|Call|Fold	Call|Fold|Call|Fold|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Fold|Call|Call|Call|Call	loss
409	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td6s	6c7c	Qc 2d 7h Jh 4s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Call|Call|Raise:2.50|Call	tie
410	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d3s	3cKh	Ac Td Jd 4h 5h	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Call|Call|Call|Raise:2.50|Call	tie
411	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6cKs	7c9h	2c 8c Tc Jc 8h	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Fold|Fold|Fold|Call|Raise:2.50|Call	tie
412	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9c3d	Jc3h	2c Th Kh 5s 9s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Fold|Call|Fold|Fold|Call|Call	tie
413	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc2d	AcKh	Kc 6h Jh Qh Ts	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Fold|Fold|Fold|Call|Call|Call	tie
414	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kd3h	8cTh	7h Qh Ah 6s 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Call|Fold|Raise:2.50	tie
415	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8dQh	9sQs	6d 7d 6h 7h 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Call|Raise:2.50|Call|Call	tie
416	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ac5h	9dQh	6d Td Kd 3h Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Raise:2.50|Fold|Fold	tie
417	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8hQs	Tc5s	5c 6c Jc 9h Kh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Fold|Raise:2.50|Call|Raise:2.50|Fold	tie
418	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2cJd	5c8c	7d Qd 6h 2s 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Call|Call|Call|Call	tie
419	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5hTs	5cQs	7c Jc 4d 7d Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Raise:2.50|Raise:2.50|Call|Call	tie
420	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3c2h	2c9c	Tc Kc Td Ts As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Call|Call|Fold|Raise:2.50|Call	tie
421	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3dTd	Ah3s	6c Jc Jd Kd 2h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Call|Fold|Raise:2.50	tie
422	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5hQs	2c9h	2d 3h 4h 7s 9s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Raise:2.50|Call|Call|Call|Raise:2.50	tie
423	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6hAh	8cQs	Kc Ac 8d 2h 9h	Raise:2.50	Call	25.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	4	Raise:2.50|Call|Call|Call	Call|Fold|Fold|Call|Raise:2.50|Call|Call|Call|Fold|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Fold|Call|Check|Raise:2.50|Call|Call|Call	win
424	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ac4d	5c2d	4c 5d 6h Kh Ah	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Raise:2.50|Call|Raise:2.50|Call|Call|Fold	tie
425	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qh2s	2d5s	2c 4c 6d Kh As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Call|Raise:2.50|Call	tie
426	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qd7h	9cAh	6c 4d 5h 9h Th	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Call|Call|Call|Call	tie
427	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AcJs	4d7h	7c Kc 5d 2h 6s	Raise:2.50	Fold	-11.0000	hall-bootstrap-uniform	gto	4	Raise:2.50|Call|Call|Fold	Fold|Call|Call|Raise:2.50|Call|Call|Fold|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Fold|Call|Call	loss
428	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ad5h	4c9s	5c Ac 5d 9d 3h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Fold|Call|Fold|Call	tie
429	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5h3s	Jh9s	3c Jc Qc 5d 4h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Call|Call|Call|Raise:2.50	tie
430	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9dJs	7c5h	7d Kd 7h Qh Kh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Call|Raise:2.50|Raise:2.50|Fold	tie
431	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5d7s	9c9d	Kd 4s 6s 8s Js	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Raise:2.50|Call|Call|Raise:2.50	tie
432	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QhAh	4dTd	9c Kd 2h Kh As	Raise:2.50	Call	73.5000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	4	Raise:2.50|Call|Call|Call	Call|Call|Call|Raise:2.50|Fold|Fold|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Fold|Call|Raise:2.50|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call	win
433	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8d2s	6s7s	6c 9d Kd Ad 5h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Fold|Fold|Fold|Call	tie
434	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5dJs	3h9s	6d 7d Jd Th Ah	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Raise:2.50|Call|Call|Call|Call	tie
435	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	TcAh	JcQc	9c 2d 5d Qd Th	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Call|Fold	tie
436	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6h7h	JdTs	Ac 2d Kd Ad 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Raise:2.50|Call|Fold|Raise:2.50|Call	tie
437	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c7c	4h5h	4d 6d Qh 5s 7s	Raise:2.50	Raise:2.50	-13.5000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	4	Raise:2.50|Call|Call|Call	Raise:2.50|Call|Fold|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Fold|Call|Call|Call	loss
438	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3d6s	2cAd	4c 6d Kh 3s 5s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Call|Raise:2.50|Call|Call|Fold	tie
