hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
5490	Button	6c4s		750	7.500	2	2	b250b750b1250f
5491	BigBlind	5c6c		50	0.500	0	1	f
5492	Button	8cKc		100	1.000	1	1	b300f
5493	BigBlind	6c6h	Qh4h4c6d4d	-20000	-200.000	5	5	b200b450c/b700c/b1750c/b4350b17100c
5494	Button	4c7d	AcKdJs2c	500	5.000	3	5	b250c/kb250c/kb500f
5495	BigBlind	Qc9h	AdThTd3c	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
5496	Button	Tc5h		100	1.000	1	1	b250f
5497	BigBlind	5d5h	Qs9d2c	450	4.500	2	3	b200b450c/b450f
5498	Button	Qc7h		900	9.000	2	2	b300b900b1800f
5499	BigBlind	8d8s		200	2.000	1	2	b200b450f
5500	Button	Ac8d		100	1.000	1	1	b300f
5501	BigBlind	7c8d		200	2.000	1	2	b200b300f
5502	Button	Jd3h	AdTh9s6d3d	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
5503	BigBlind	9c7s	7h6h4h	300	3.000	2	3	b200b300c/b450f
5504	Button	4sKs	Kc8c6h7c	750	7.500	3	5	b300c/kb450c/kb1150f
5505	BigBlind	Ac2h		200	2.000	1	2	b200b300f
5506	Button	2c4s	Jh7c6h	250	2.500	2	3	b250c/kb250f
5507	BigBlind	6dKh		50	0.500	0	1	f
5508	Button	Td6h	KsJc4s	250	2.500	2	3	b250c/kb250f
5509	BigBlind	6dJh		50	0.500	0	1	f
5510	Button	8d9s	7d7c3d	250	2.500	2	3	b250c/kb250f
5511	BigBlind	2dQd	AhQs4sTd	750	7.500	3	4	b200b300c/b450c/b1150f
5512	Button	KdQs	Tc7d6d9s9d	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
5513	BigBlind	Ah5s	KsTd8cTc	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
5514	Button	Kh4s		100	1.000	1	1	b300f
5515	BigBlind	5cQh	AdQd7h	300	3.000	2	3	b200b300c/b450f
5516	Button	KdAd	9s7h2cAc6d	20000	200.000	4	4	b300b900b1800c/kb2700b18200c//
5517	BigBlind	6cTh	Jd8h6s	300	3.000	2	3	b200b300c/b450f
5518	Button	6h7h	AdAc4c5h	500	5.000	3	5	b250c/kb250c/kb500f
5519	BigBlind	TcKd	Qs7c4d7h7d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5520	Button	7cAh		100	1.000	1	1	b300f
5521	BigBlind	Qh6s	Jd5h4h2d8d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5522	Button	ThTs	Ac6h3s	300	3.000	2	3	b300c/kb450f
5523	BigBlind	6dTh		200	2.000	1	2	b200b300f
5524	Button	TcKh		100	1.000	1	1	b300f
5525	BigBlind	4c9s	AcQc3h5cTh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5526	Button	6c8h	QcJd7hAs	1750	17.500	4	6	b250b750b1250c/b250b500c/kb1750f
5527	BigBlind	2dAs	AdKdQh	300	3.000	2	3	b200b300c/b450f
5528	Button	JdKh	As3s2c	300	3.000	2	3	b300c/kb300f
5529	BigBlind	4c7s		50	0.500	0	1	f
5530	Button	2cAd	Ks9h8sAc	600	6.000	3	5	b300c/kb300c/kb900f
5531	BigBlind	Ac9d	KcTd5hQh4d	10800	108.000	5	6	b200b450c/b450c/b900c/b1800b9000b16200f
5532	Button	TcTh	8c5h3d	300	3.000	2	3	b300c/kb450f
5533	BigBlind	6hJs	KsTh6dAc8d	-15000	-150.000	5	6	b200b300c/b450c/b750c/b1500b7500b13500c
5534	Button	2c2s	KcJd7d	300	3.000	2	3	b300c/kb300f
5535	BigBlind	5d5s		50	0.500	0	1	f
5536	Button	AhTs		100	1.000	1	1	b300f
5537	BigBlind	Qh4s	Ah3c2c	3300	33.000	3	4	b200b300b1800b3300c/b3300f
5538	Button	9h6s	AdKh5c3h	3250	32.500	4	6	b250b750b1250c/b1000b2000c/kb3250f
5539	BigBlind	ThQh		200	2.000	1	2	b200b450f
5540	Button	8d3h	8s7d5c	250	2.500	2	3	b250c/kb400f
5541	BigBlind	5h9s	KcQc7d	300	3.000	2	3	b200b300c/b300f
5542	Button	4c3s	7s3c2c	250	2.500	2	3	b250c/kb400f
5543	BigBlind	6dQd	KsJh9s	300	3.000	2	3	b200b300c/b300f
5544	Button	5d5s	Jh6s4c3d	750	7.500	3	5	b300c/kb450c/kb1150f
5545	BigBlind	Ah7s	JhJd2d	300	3.000	2	3	b200b300c/b300f
5546	Button	8c5s	Js4c3s	1250	12.500	3	4	b250b750b1250c/kb1250f
5547	BigBlind	2dAd	TdTc9d	450	4.500	2	3	b200b450c/b700f
5548	Button	8cTh	6s4s2d4dKh	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
5549	BigBlind	6h8s	7c4c3c	1800	18.000	3	4	b200b300c/b300b1500b2700f
5550	Button	Ad2s		100	1.000	1	1	b300f
5551	BigBlind	7sJs	Kd4s3cAd	600	6.000	3	4	b200b300c/b300c/b600f
5552	Button	7h9h	9d8s7s6c	9000	90.000	4	6	b250b750b1250c/b3250b7550c/b200b11200f
5553	BigBlind	JhAh		50	0.500	0	1	f
5554	Button	7h5s	AcQc6d	250	2.500	2	3	b250c/kb250f
5555	BigBlind	Qc6d	QhJh5hJc	750	7.500	3	4	b200b300c/b450c/b1150f
5556	Button	3d5d	9d7s5c	250	2.500	2	3	b250c/kb400f
5557	BigBlind	3c9h		50	0.500	0	1	f
5558	Button	KdJh		100	1.000	1	1	b300f
5559	BigBlind	5dTh	8d7h5c	300	3.000	2	3	b200b300c/b450f
5560	Button	4s7s	KhJs5h	6750	67.500	4	5	b250b750b1250c/b250b500b5500b10500f
5561	BigBlind	4d5d	AcQc7d	300	3.000	2	3	b200b300c/b300f
5562	Button	3hKs	Ts8d6c	1200	12.000	3	4	b300c/kb300b900b1500f
5563	BigBlind	4c6d	9s7c6s	300	3.000	2	3	b200b300c/b300f
5564	Button	2sTs	Ah5s4h6s2d	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
5565	BigBlind	Ac8h		200	2.000	1	2	b200b450f
5566	Button	8h5s	9s6h5h2sAh	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
5567	BigBlind	3c9d		1800	18.000	2	3	b200b300b1800b3300f
5568	Button	8c2d	Tc5s4sQd9d	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
5569	BigBlind	8c9s		200	2.000	1	2	b200b300f
5570	Button	5c7h	Ah3d2h6c6d	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
5571	BigBlind	7dKd	Qh8s8h3s3d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5572	Button	2d6d	Ks5c4cQh	1750	17.500	4	6	b250b750b1250c/b250b500c/kb1750f
5573	BigBlind	3cJd	Ks2s2c	300	3.000	2	3	b200b300c/b300f
5574	Button	5d7d	9d3c2s5c	1000	10.000	3	5	b250c/kb250c/b500b1650f
5575	BigBlind	5cKd	Ac3h2c	300	3.000	2	3	b200b300c/b300f
5576	Button	5c7s	Qh8h6hKc4c	2500	25.000	4	7	b250c/kb250c/kb500c/kb1500c
5577	BigBlind	3d8s	6h4c3c	2000	20.000	3	4	b200b300c/b450b1700b3750f
5578	Button	4c3d		100	1.000	1	1	b250f
5579	BigBlind	4sJs	Qc6s3s	300	3.000	2	3	b200b300c/b450f
5580	Button	9c6h		750	7.500	2	2	b250b750b1250f
5581	BigBlind	3cAs	JdTd7d6d	600	6.000	3	4	b200b300c/b300c/b600f
5582	Button	QcAs	Kc9c5cTd	750	7.500	3	5	b300c/kb450c/kb1150f
5583	BigBlind	2h2s		200	2.000	1	2	b200b300f
5584	Button	2d3h	KdQc6sJh	500	5.000	3	5	b250c/kb250c/kb500f
5585	BigBlind	7c6s	AsKhTcKd	600	6.000	3	4	b200b300c/b300c/b600f
5586	Button	8dAd	Kh8s7s	1800	18.000	3	4	b300c/kb450b1500b3400f
5587	BigBlind	8cKh	6h4d3h5dJc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5588	Button	KsAs		100	1.000	1	1	b300f
5589	BigBlind	7h8h	Th9h4d	1800	18.000	3	4	b200b300c/b450b1500b3400f
5590	Button	4d3s	9h5d3c	250	2.500	2	3	b250c/kb400f
5591	BigBlind	5sJs	Qh9c4h	300	3.000	2	3	b200b300c/b300f
5592	Button	3dTs	Js6d2d8d9c	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
5593	BigBlind	Kc4s	AsAc4c7s	4000	40.000	4	5	b200b300c/b450c/b1150b3250b7700f
5594	Button	8cJd		100	1.000	1	1	b300f
5595	BigBlind	8cTh		200	2.000	1	2	b200b300f
5596	Button	7cJs	QcTh7h6cKc	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
5597	BigBlind	4h5s		200	2.000	1	2	b200b300f
5598	Button	4c6s	AsAhKs6d	500	5.000	3	5	b250c/kb250c/kb750f
5599	BigBlind	QcKc	JcTh6dTdKh	-5750	-57.500	4	5	b200b450c/b700c/b1150c/b3450c
5600	Button	2d7s	JsJh3hKcKd	4250	42.500	5	8	b250b750b1250c/b250b500c/b1250b2500c/kb4250f
5601	BigBlind	2h9h	7h3h2d	1200	12.000	3	4	b200b300c/b450b900b2350f
5602	Button	8s9s		100	1.000	1	1	b300f
5603	BigBlind	QhTs	4d4c2c	300	3.000	2	3	b200b300c/b300f
5604	Button	7dAh	QcTd5h	8100	81.000	3	4	b300b900b1800c/b6300b12600f
5605	BigBlind	Tc8s	AcTh6c	300	3.000	2	3	b200b300c/b450f
5606	Button	7c3s	Qd8h7d	250	2.500	2	3	b250c/kb400f
5607	BigBlind	8c3h		-3300	-33.000	3	3	b200b300b1800b3300b20000f
5608	Button	Qd7s		100	1.000	1	1	b300f
5609	BigBlind	5c6d	8s5h5d	300	3.000	2	3	b200b300c/b450f
5610	Button	8h7s	9h8c3s	250	2.500	2	3	b250c/kb400f
5611	BigBlind	KsAs	Tc8s4cTdJd	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
5612	Button	5dAs	Kc9d4c	300	3.000	2	3	b300c/kb300f
5613	BigBlind	9h3s	Qd9d4hKc4s	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
5614	Button	Kc2d	Ks6d2s	250	2.500	2	3	b250c/kb400f
5615	BigBlind	2h3s		200	2.000	1	2	b200b300f
5616	Button	7hAs		100	1.000	1	1	b300f
5617	BigBlind	Kd4s	As8s3d5d8c	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
5618	Button	4c5c	Kh6h2h	500	5.000	2	3	b250c/b250b500f
5619	BigBlind	7c8c		50	0.500	0	1	f
5620	Button	7d6s	AdTs6c	250	2.500	2	3	b250c/kb400f
5621	BigBlind	Ac8d	6h4s3h3s3d	-20000	-200.000	5	5	b200b450c/b450c/b1350b7200b14950b19100c/
5622	Button	TsQs		100	1.000	1	1	b300f
5623	BigBlind	QhAh	9d9c7h2d4h	14800	148.000	5	6	b200b450c/b700c/b1750b6050b13650c/b5200f
5624	Button	Qc5h	As6d2s9hKs	3600	36.000	4	7	b300c/kb300c/kb600c/b1200b2400c
5625	BigBlind	7cAh		200	2.000	1	2	b200b450f
5626	Button	QhKs	AhJc9sKcJs	10900	109.000	5	8	b300c/kb450c/kb1150b4650b10150c/kb9100f
5627	BigBlind	5h6h	8d6s2h	300	3.000	2	3	b200b300c/b450f
5628	Button	8c3d		100	1.000	1	1	b250f
5629	BigBlind	8c2s	KcQdTc2c	600	6.000	3	4	b200b300c/b300c/b600f
5630	Button	6c8c	8s4s3h	250	2.500	2	3	b250c/kb400f
5631	BigBlind	AcTh		200	2.000	1	2	b200b450f
5632	Button	AcKd	QhQc3hTsJs	20000	200.000	5	6	b300c/kb450c/kb1150b4650b10150b19250c/
5633	BigBlind	Th9s	Jc8d3c	300	3.000	2	3	b200b300c/b300f
5634	Button	3cQd	8d5s5d	250	2.500	2	3	b250c/kb250f
5635	BigBlind	8d9s	Kc7c4s2dJd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5636	Button	9hKh	Qh7d4d2h3d	1200	12.000	4	7	b300c/kb300c/kb600c/kb1200f
5637	BigBlind	5s8s	Ks4s4h6c	600	6.000	3	4	b200b300c/b300c/b600f
5638	Button	8dQs		100	1.000	1	1	b300f
5639	BigBlind	TcJc	AsAcKs	300	3.000	2	3	b200b300c/b300f
5640	Button	QdQh	Ah7s2c6sAs	20000	200.000	5	7	b300c/kb450c/kb1150c/kb2850b18100c
5641	BigBlind	2cKd	KsQc2h	300	3.000	2	3	b200b300c/b450f
5642	Button	Td7h	AsTc9s4hKc	-20000	-200.000	5	7	b250c/kb400c/kb1000b3850b8450c/b10900c
5643	BigBlind	9h6s	Jc3s3d2cQc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5644	Button	5c2s	Qh5d3c	250	2.500	2	3	b250c/kb400f
5645	BigBlind	8d4h	Qd7h2d7d	600	6.000	3	4	b200b300c/b300c/b600f
5646	Button	9c7h	Ad9h8hTc8d	-19750	-197.500	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850c
5647	BigBlind	Td7h	7s4c3d	300	3.000	2	3	b200b300c/b450f
5648	Button	5d4h	Tc4d3h6s7s	20000	200.000	5	5	b250b750b1250c/b250b2300b7750b17150b18750c//
5649	BigBlind	5dAs	Ts9s2dJc7s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5650	Button	9d8s	Kh8c3d	250	2.500	2	3	b250c/kb400f
5651	BigBlind	9c4h	Qc8h7h	300	3.000	2	3	b200b300c/b300f
5652	Button	6c4d	Js8d2sKh9s	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
5653	BigBlind	6c2d	Kc7h5s	300	3.000	2	3	b200b300c/b300f
5654	Button	Ac9s		100	1.000	1	1	b300f
5655	BigBlind	5c3s	Jh8c6c	300	3.000	2	3	b200b300c/b300f
5656	Button	3d3h	AdKs2c	300	3.000	2	3	b300c/kb450f
5657	BigBlind	5hKh	AcQh3h7s3d	1500	15.000	4	5	b200b300c/b450c/b750c/b1500f
5658	Button	KdJs	Jc7h6s	600	6.000	2	3	b300c/b300b1000f
5659	BigBlind	AdJs		200	2.000	1	2	b200b450f
5660	Button	7h7s	As7c4hAc	750	7.500	3	5	b300c/kb450c/kb1150f
5661	BigBlind	9cAc	Tc8s5h	450	4.500	2	3	b200b450c/b450f
5662	Button	Kd7s	KhTs9h2c9d	20000	200.000	5	7	b300c/kb450c/kb1150c/kb2850b18100c
5663	BigBlind	Kd3s	Jd6c5d	300	3.000	2	3	b200b300c/b300f
5664	Button	3c2s	9h3h2d	250	2.500	2	3	b250c/kb400f
5665	BigBlind	9cTh	JsJc9d4d	3600	36.000	4	5	b200b300c/b450c/b1150b2850b7000f
5666	Button	Kc6h	Ac7h5h	1800	18.000	3	4	b300c/kb300b1500b2700f
5667	BigBlind	4dAh	Td8s6h	300	3.000	2	3	b200b300c/b300f
5668	Button	Kh9s		100	1.000	1	1	b300f
5669	BigBlind	3dTd		50	0.500	0	1	f
5670	Button	QhKh		100	1.000	1	1	b300f
5671	BigBlind	6c2s		200	2.000	1	2	b200b300f
5672	Button	4d6d	QsJd7c	250	2.500	2	3	b250c/kb250f
5673	BigBlind	2h8s	KcJcTc5s	600	6.000	3	4	b200b300c/b300c/b600f
5674	Button	9cKh	Ac9s8c	300	3.000	2	3	b300c/kb450f
5675	BigBlind	QhTs		200	2.000	1	2	b200b300f
5676	Button	Qc7s		100	1.000	1	1	b300f
5677	BigBlind	Td4s	AsAdTh7d	750	7.500	3	4	b200b300c/b450c/b1150f
5678	Button	JhKh		100	1.000	1	1	b300f
5679	BigBlind	6c6h	Kc9c7s	450	4.500	2	3	b200b450c/b450f
5680	Button	3hJs	JcTd7c4c	4900	49.000	4	6	b250b750b1250c/b1000b3650c/kb7350f
5681	BigBlind	6cTh		1800	18.000	2	3	b200b300b1800b3300f
5682	Button	AhTs	Ad6c2h4d6d	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
5683	BigBlind	8cKs	Js6d5s2d2s	-12000	-120.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000c
5684	Button	3c7c	Ts4s2s	250	2.500	2	3	b250c/kb250f
5685	BigBlind	8c6d	9h8d5c	300	3.000	2	3	b200b300c/b450f
5686	Button	7h8h	9s9h4hAs8s	-20000	-200.000	5	6	b250c/kb400b1250b2850c/b1400b2800b16900c/
5687	BigBlind	5d3s		50	0.500	0	1	f
5688	Button	Qd4h	Js3h2s	250	2.500	2	3	b250c/kb250f
5689	BigBlind	9dQs	Kh8d3c3s7s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5690	Button	4dAd	Qs8d6c5d9c	1500	15.000	4	7	b300c/kb300c/kb900c/kb1500f
5691	BigBlind	8cJs		200	2.000	1	2	b200b300f
5692	Button	6dTs	9d5s3d	250	2.500	2	3	b250c/kb250f
5693	BigBlind	8d2s	7d4h3dTd5s	-12000	-120.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000c
5694	Button	2c9c	Kd8c2h	250	2.500	2	3	b250c/kb400f
5695	BigBlind	QhQs	Ks9c5h7c4h	2900	29.000	4	5	b200b450c/b700c/b1750c/b4350f
5696	Button	4c5s	Jc7h7d	1250	12.500	3	4	b250b750b1250c/kb1250f
5697	BigBlind	9c2h	Kh8h3h	300	3.000	2	3	b200b300c/b300f
5698	Button	2dTh	Kh7s2hAd5s	-17100	-171.000	5	8	b250c/kb400c/kb1000c/kb1650b8550b15450c
5699	BigBlind	9c6d		50	0.500	0	1	f
5700	Button	8c9h	AdQc2d	250	2.500	2	3	b250c/kb250f
5701	BigBlind	2cJs		200	2.000	1	2	b200b300f
5702	Button	AcAd		900	9.000	2	2	b300b900b1800f
5703	BigBlind	KcQh	KdQd2dQsAc	7250	72.500	4	5	b200b450c/b700c/b1750c/b4350c
5704	Button	6d4s	AdQc6h	1050	10.500	3	4	b250c/kb400b800b2100f
5705	BigBlind	4cJd	KhTd8cJc	4800	48.000	4	5	b200b300c/b300b2400b4500c/b7200f
5706	Button	2h5s	Ks9c4c6s	1000	10.000	3	5	b250c/kb250c/b500b1000f
5707	BigBlind	6cQc	Ks4h3s	300	3.000	2	3	b200b300c/b300f
5708	Button	3c8h	9d6c4s	250	2.500	2	3	b250c/kb250f
5709	BigBlind	Qc4s	Qh7c4c	300	3.000	2	3	b200b300c/b450f
5710	Button	Jc8d		100	1.000	1	1	b300f
5711	BigBlind	TcTh		50	0.500	0	1	f
5712	Button	Qc8h	AdKs6s	300	3.000	2	3	b300c/kb300f
5713	BigBlind	Ad2h	JsTh6d	300	3.000	2	3	b200b300c/b300f
5714	Button	6h2s	Qs8d7d5c	750	7.500	3	5	b250c/b250b500c/kb750f
5715	BigBlind	6c4h	As8h6h3c3s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5716	Button	4cQs	8s6s5s9cJs	-3250	-32.500	4	7	b250c/kb400c/kb650c/kb1950c
5717	BigBlind	3h4s	AhKs5c7s	600	6.000	3	4	b200b300c/b300c/b600f
5718	Button	9c4s	Th8s3cJsTs	9000	90.000	5	8	b250c/kb250c/kb500b2500b4500c/b4000b8000f
5719	BigBlind	2d5h	KhJs5c8c	600	6.000	3	4	b200b300c/b300c/b600f
5720	Button	5c6c	Qh5d2h5hJh	-20000	-200.000	5	6	b250c/kb400c/kb1000b2350b5850b19350c/
5721	BigBlind	2dJs	As7d5d	-4800	-48.000	4	4	b200b300c/b300b2400b4500b19700f
5722	Button	4c2s	Th6h5hTs	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
5723	BigBlind	Td2h	AsQs3hAh6d	-7200	-72.000	6	6	b200b300c/b300c/b600b1800b3000c/b3600b16400f
5724	Button	AdKs	Qs7c6s6dJc	-20000	-200.000	4	4	b300c/kb450b1500b3400b19700c//
5725	BigBlind	KcTh	QsJc5s	2000	20.000	3	4	b200b450c/b450b1550b3750f
5726	Button	5cKh		100	1.000	1	1	b300f
5727	BigBlind	JcJs	Th9c2h8s5d	-20000	-200.000	4	4	b200b450b1800b3500c/b5250b16500c//
5728	Button	6h9s	9d8d5s	250	2.500	2	3	b250c/kb400f
5729	BigBlind	5h2s	9h5c3s	300	3.000	2	3	b200b300c/b450f
5730	Button	Kc9s	Ad7c4c	300	3.000	2	3	b300c/kb300f
5731	BigBlind	Qc6h	Jc5s3h	1800	18.000	3	4	b200b300c/b300b1500b2700f
5732	Button	3h9s	KhTs3d7s8d	1650	16.500	4	7	b250c/kb400c/kb1000c/kb1650f
5733	BigBlind	3d9s		200	2.000	1	2	b200b300f
5734	Button	6c8s	Jd7s2d4s	500	5.000	3	5	b250c/kb250c/kb500f
5735	BigBlind	TcTd		200	2.000	1	2	b200b450f
5736	Button	Kd4s	Ks9d7d	300	3.000	2	3	b300c/kb450f
5737	BigBlind	3cTc	Td7h3h4h	5400	54.000	4	5	b200b300c/b450c/b1150b4650b10150f
5738	Button	3s9s	8c5h3hKh	650	6.500	3	5	b250c/kb400c/kb650f
5739	BigBlind	4dQh	Jc9h3s	300	3.000	2	3	b200b300c/b300f
5740	Button	6sKs	KhJc6cQh9h	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
5741	BigBlind	3cJc	9s4c2d6sQh	-12000	-120.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000c
5742	Button	7h6s		100	1.000	1	1	b250f
5743	BigBlind	6cJc	Js8s2s	300	3.000	2	3	b200b300c/b450f
5744	Button	Th8s	AcKc9d	250	2.500	2	3	b250c/kb250f
5745	BigBlind	JdAd	9c8h2h3sKd	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
5746	Button	2c9s	KcTh9h8cQd	1650	16.500	4	7	b250c/kb400c/kb1000c/kb1650f
5747	BigBlind	9hAh	Tc5c2s	450	4.500	2	3	b200b450c/b450f
5748	Button	9cJs		100	1.000	1	1	b300f
5749	BigBlind	6s9s	Qd7s3cAh5d	-19200	-192.000	5	6	b200b300c/b300b2400b4500c/b4800c/b9600c
5750	Button	2s8s	QdJc8h	1250	12.500	3	4	b250b750b1250c/kb1900f
5751	BigBlind	KcKd		200	2.000	1	2	b200b450f
5752	Button	2s5s	Th8d3h	250	2.500	2	3	b250c/kb250f
5753	BigBlind	Ac4h		50	0.500	0	1	f
5754	Button	7dJh	Ad6c3c3h2s	-20000	-200.000	5	6	b250b750b1250b6750b12250c/b1250b2500c/b5250c/
5755	BigBlind	QcQh	Kc6c2c	450	4.500	2	3	b200b450c/b700f
5756	Button	Ac2d	Jd7s4sTd	3000	30.000	4	6	b300c/kb300b1500b2700c/kb3000f
5757	BigBlind	3s8s	Ks2s2c	300	3.000	2	3	b200b300c/b300f
5758	Button	QcQs		100	1.000	1	1	b300f
5759	BigBlind	2d6d	Qd5d3d	300	3.000	2	3	b200b300c/b450f
5760	Button	2h4s	Ac8c4hJd	650	6.500	3	5	b250c/kb400c/kb1000f
5761	BigBlind	AdJh		50	0.500	0	1	f
5762	Button	Kc3h		100	1.000	1	1	b300f
5763	BigBlind	TcQh		200	2.000	1	2	b200b300f
5764	Button	Kh5s	AsJdTd	300	3.000	2	3	b300c/kb450f
5765	BigBlind	Qd5h	6s3s3d8c	600	6.000	3	4	b200b300c/b300c/b600f
5766	Button	7c6d		100	1.000	1	1	b250f
5767	BigBlind	7c9c		200	2.000	1	2	b200b300f
5768	Button	6dKd	9d9c7c	300	3.000	2	3	b300c/kb300f
5769	BigBlind	QhKh	Ts9c6c	450	4.500	2	3	b200b450c/b450f
5770	Button	6cKs		100	1.000	1	1	b300f
5771	BigBlind	Jh3s		50	0.500	0	1	f
5772	Button	2cTs	Qd5s4s	1250	12.500	3	4	b250b750b1250c/kb1250f
5773	BigBlind	Jd9s	Ad9c6h	300	3.000	2	3	b200b300c/b450f
5774	Button	QhJs	AsAcJc	600	6.000	2	3	b300c/b300b1000f
5775	BigBlind	2dTs	Ad5s4s	300	3.000	2	3	b200b300c/b300f
5776	Button	7d9d	Kd5c4h8s5s	-13500	-135.000	5	8	b250c/kb250b750b1250c/b4500b9000c/b1500b3000c
5777	BigBlind	9h2s	8s6s6hJsQs	-3000	-30.000	4	5	b200b300c/b300c/b600c/b1800c
5778	Button	2c3d		100	1.000	1	1	b250f
5779	BigBlind	8d6s		200	2.000	1	2	b200b300f
5780	Button	4c5s	KdJc3s	250	2.500	2	3	b250c/kb250f
5781	BigBlind	Jc4d	AcKs3dJs	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
5782	Button	QhJs	KhKc2s7h2c	-3800	-38.000	4	7	b300c/kb450c/kb1150c/kb1900c
5783	BigBlind	6c9d	QsJc4h	300	3.000	2	3	b200b300c/b300f
5784	Button	6c4s	Th7s6s	500	5.000	2	3	b250c/b250b800f
5785	BigBlind	AcKs	9s4c3c	450	4.500	2	3	b200b450c/b700f
5786	Button	3h5h	8d8c4d	1250	12.500	3	4	b250b750b1250c/kb1250f
5787	BigBlind	3s5s	Ks9s4d	300	3.000	2	3	b200b300c/b300f
5788	Button	QhTs	Ac9d6s6c	600	6.000	3	5	b300c/kb300c/kb600f
5789	BigBlind	Tc2s	Kh9h4s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
5790	Button	Kc2h	KhTc8sKs	650	6.500	3	5	b250c/kb400c/kb1000f
5791	BigBlind	ThAh	8h6h3c6d	1150	11.500	3	4	b200b450c/b700c/b1750f
5792	Button	Kd5h	8s7d4d2s2c	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
5793	BigBlind	2c3h		200	2.000	1	2	b200b300f
5794	Button	2d4h		100	1.000	1	1	b250f
5795	BigBlind	2h4s	6s5c2sQd	5300	53.000	4	5	b200b300c/b450b2400b5000c/b7950f
5796	Button	Ad2h	Qc3h2s5c7h	-3800	-38.000	4	7	b300c/kb450c/kb1150c/kb1900c
5797	BigBlind	5d2h		200	2.000	1	2	b200b300f
5798	Button	6c3s	Qd9s6h3d8c	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
5799	BigBlind	6cAs	Ac9h8c	300	3.000	2	3	b200b300c/b450f
5800	Button	KsAs	Ah8c5c	300	3.000	2	3	b300c/kb450f
5801	BigBlind	JhQs		50	0.500	0	1	f
5802	Button	TcJs	Jh5s3d	300	3.000	2	3	b300c/kb450f
5803	BigBlind	Jc5s		50	0.500	0	1	f
5804	Button	QdKs	KdTh8s6d	750	7.500	3	5	b300c/kb450c/kb1150f
5805	BigBlind	5d8h	7d6d3h4s	600	6.000	3	4	b200b300c/b300c/b900f
5806	Button	5cJh	Qd8h3s9dJc	2000	20.000	4	7	b250c/kb250c/kb500c/b1000b3250f
5807	BigBlind	4sTs	JcTd8s	300	3.000	2	3	b200b300c/b450f
5808	Button	5cKd	7d6s3d	300	3.000	2	3	b300c/kb300f
5809	BigBlind	5dJh		1800	18.000	2	3	b200b300b1800b3300f
5810	Button	Jh9s	Qd9c3c7dAd	2650	26.500	4	7	b300c/kb450c/b450b1900c/kb4000f
5811	BigBlind	9c6h	Jd9d2c7h	750	7.500	3	4	b200b300c/b450c/b1150f
5812	Button	Kd9h	Ts5d2h	1800	18.000	3	4	b300b900b1800c/kb1800f
5813	BigBlind	AdTs	8s7h5c	450	4.500	2	3	b200b450c/b450f
5814	Button	8dKd		100	1.000	1	1	b300f
5815	BigBlind	6c5s	JsJcTs	300	3.000	2	3	b200b300c/b300f
5816	Button	7c8s	AhJc6h	500	5.000	2	3	b250c/b250b500f
5817	BigBlind	5h9s		50	0.500	0	1	f
5818	Button	9cQc	JsTs9hKh2h	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
